feature,importance
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_MAX_MAX,0.0
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_MAX_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_MEAN_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_MIN_MAX,0.0
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_MIN_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_STD_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_SUM_MAX,0.0
num__PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN,0.0
num__PREV_CC_AMT_INST_MIN_REGULARITY_MIN_MAX,0.0
num__PREV_DAYS_FIRST_DRAWING_MAX,0.0
num__PREV_DAYS_FIRST_DRAWING_MEAN,0.0
num__PREV_DAYS_FIRST_DRAWING_MIN,0.0
num__PREV_CC_MONTHS_BALANCE_MAX_MAX,0.0
num__PREV_CC_MONTHS_BALANCE_MAX_MEAN,0.0
num__PREV_CC_MONTHS_BALANCE_MEAN_MAX,0.0
num__PREV_CC_MONTHS_BALANCE_MEAN_MEAN,0.0
num__PREV_CC_MONTHS_BALANCE_MIN_MAX,0.0
num__PREV_CC_MONTHS_BALANCE_MIN_MEAN,0.0
num__PREV_CC_MONTHS_BALANCE_STD_MEAN,0.0
num__PREV_CC_MONTHS_BALANCE_SUM_MAX,0.0
num__PREV_CC_MONTHS_BALANCE_SUM_MEAN,0.0
num__PREV_CC_NAME_CONTRACT_STATUS_NUNIQUE_MAX,0.0
num__PREV_CC_NAME_CONTRACT_STATUS_NUNIQUE_MEAN,0.0
num__PREV_CC_SK_DPD_DEF_MAX_MAX,0.0
num__PREV_CC_SK_DPD_DEF_MAX_MEAN,0.0
num__PREV_DAYS_LAST_DUE_1ST_VERSION_MEAN,0.0
num__PREV_DAYS_TERMINATION_MAX,0.0
num__PREV_FLAG_LAST_APPL_PER_CONTRACT_NUNIQUE,0.0
num__PREV_INST_AMT_INSTALMENT_MEAN_MAX,0.0
num__PREV_INST_AMT_INSTALMENT_MIN_MAX,0.0
num__PREV_INST_AMT_INSTALMENT_STD_MAX,0.0
num__PREV_INST_AMT_PAYMENT_MAX_MAX,0.0
num__PREV_INST_AMT_PAYMENT_MEAN_MAX,0.0
num__PREV_CC_AMT_DRAWINGS_CURRENT_MAX_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_CURRENT_MEAN_MEAN,0.0
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_STD_MEAN,0.0
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_SUM_MEAN,0.0
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MAX,0.0
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MEAN,0.0
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX,0.0
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN,0.0
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_MIN_MAX,0.0
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_MIN_MEAN,0.0
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_STD_MAX,0.0
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_STD_MEAN,0.0
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_SUM_MAX,0.0
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_SUM_MEAN,0.0
num__PREV_CC_COUNT_MAX,0.0
num__PREV_CC_COUNT_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_CURRENT_MIN_MAX,0.0
num__PREV_CC_AMT_DRAWINGS_CURRENT_MIN_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_CURRENT_STD_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_CURRENT_SUM_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_OTHER_CURRENT_MAX_MAX,0.0
num__PREV_CC_AMT_DRAWINGS_OTHER_CURRENT_MAX_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN_MAX,0.0
num__PREV_CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_OTHER_CURRENT_STD_MEAN,0.0
num__PREV_INST_DAYS_INSTALMENT_MIN_MAX,0.0
num__PREV_INST_NUM_INSTALMENT_NUMBER_MEAN_MEAN,0.0
num__PREV_CC_AMT_CREDIT_LIMIT_ACTUAL_MIN_MEAN,0.0
num__PREV_CC_AMT_CREDIT_LIMIT_ACTUAL_STD_MAX,0.0
num__PREV_CC_AMT_CREDIT_LIMIT_ACTUAL_STD_MEAN,0.0
num__PREV_CC_AMT_CREDIT_LIMIT_ACTUAL_SUM_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_MAX_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_MIN_MAX,0.0
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_MIN_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_STD_MAX,0.0
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_STD_MEAN,0.0
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_SUM_MEAN,0.0
num__PREV_INST_NUM_INSTALMENT_VERSION_MIN_MAX,0.0
num__PREV_NAME_CLIENT_TYPE_NUNIQUE,0.0
num__PREV_AMT_GOODS_PRICE_SUM,0.0
num__PREV_CC_AMT_BALANCE_MAX_MAX,0.0
num__PREV_CC_CNT_DRAWINGS_CURRENT_MIN_MEAN,0.0
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MAX_MAX,0.0
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MAX_MEAN,0.0
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN_MAX,0.0
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN_MEAN,0.0
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_STD_MAX,0.0
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_STD_MEAN,0.0
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_SUM_MAX,0.0
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_SUM_MEAN,0.0
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MEAN,0.0
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_MEAN_MAX,0.0
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_MEAN_MEAN,0.0
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_MIN_MAX,0.0
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_MIN_MEAN,0.0
num__PREV_CC_AMT_BALANCE_MAX_MEAN,0.0
num__PREV_CC_AMT_BALANCE_MEAN_MEAN,0.0
num__PREV_CC_AMT_BALANCE_MIN_MEAN,0.0
num__PREV_CC_AMT_BALANCE_STD_MAX,0.0
num__PREV_CC_AMT_BALANCE_STD_MEAN,0.0
num__PREV_CC_AMT_BALANCE_SUM_MAX,0.0
num__PREV_CC_AMT_BALANCE_SUM_MEAN,0.0
num__PREV_CC_AMT_CREDIT_LIMIT_ACTUAL_MAX_MAX,0.0
num__PREV_CC_AMT_CREDIT_LIMIT_ACTUAL_MIN_MAX,0.0
num__PREV_NAME_CONTRACT_TYPE_NUNIQUE,0.0
num__PREV_NAME_PORTFOLIO_NUNIQUE,0.0
num__PREV_NFLAG_INSURED_ON_APPROVAL_SUM,0.0
num__PREV_NFLAG_LAST_APPL_IN_DAY_MEAN,0.0
num__PREV_NFLAG_LAST_APPL_IN_DAY_MIN,0.0
num__PREV_NFLAG_LAST_APPL_IN_DAY_STD,0.0
num__PREV_AMT_DOWN_PAYMENT_MIN,0.0
num__PREV_AMT_GOODS_PRICE_MEAN,0.0
num__PREV_AMT_GOODS_PRICE_STD,0.0
num__PREV_NFLAG_LAST_APPL_IN_DAY_SUM,0.0
num__PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX,0.0
num__PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN,0.0
num__PREV_CC_AMT_PAYMENT_CURRENT_MAX_MAX,0.0
num__PREV_CC_AMT_PAYMENT_CURRENT_MAX_MEAN,0.0
num__PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MAX,0.0
num__PREV_CC_AMT_PAYMENT_CURRENT_MIN_MAX,0.0
num__PREV_CC_AMT_PAYMENT_CURRENT_MIN_MEAN,0.0
num__PREV_CC_AMT_PAYMENT_CURRENT_STD_MAX,0.0
num__PREV_CC_AMT_PAYMENT_CURRENT_SUM_MEAN,0.0
num__PREV_CC_CNT_DRAWINGS_ATM_CURRENT_SUM_MEAN,0.0
num__PREV_CC_CNT_DRAWINGS_CURRENT_MIN_MAX,0.0
num__PREV_POS_CNT_INSTALMENT_FUTURE_SUM_MAX,0.0
num__PREV_POS_CNT_INSTALMENT_MAX_MEAN,0.0
num__PREV_POS_CNT_INSTALMENT_MIN_MEAN,0.0
num__PREV_POS_MONTHS_BALANCE_MAX_MEAN,0.0
num__PREV_POS_MONTHS_BALANCE_MEAN_MEAN,0.0
num__PREV_POS_MONTHS_BALANCE_STD_MAX,0.0
num__PREV_POS_MONTHS_BALANCE_STD_MEAN,0.0
num__PREV_CC_AMT_TOTAL_RECEIVABLE_MEAN_MAX,0.0
num__PREV_CC_AMT_TOTAL_RECEIVABLE_MEAN_MEAN,0.0
num__PREV_CC_AMT_TOTAL_RECEIVABLE_MIN_MAX,0.0
num__PREV_CC_AMT_TOTAL_RECEIVABLE_MIN_MEAN,0.0
num__PREV_CC_AMT_TOTAL_RECEIVABLE_STD_MAX,0.0
num__PREV_CC_AMT_TOTAL_RECEIVABLE_STD_MEAN,0.0
num__PREV_CC_AMT_TOTAL_RECEIVABLE_SUM_MAX,0.0
num__PREV_CC_AMT_TOTAL_RECEIVABLE_SUM_MEAN,0.0
cat__ORGANIZATION_TYPE_Transport: type 4,0.0
num__PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MAX_MEAN,0.0
num__PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MIN_MAX,0.0
num__PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MIN_MEAN,0.0
num__PREV_CC_AMT_INST_MIN_REGULARITY_MIN_MEAN,0.0
num__PREV_CC_AMT_INST_MIN_REGULARITY_STD_MAX,0.0
num__NONLIVINGAPARTMENTS_MEDI,0.0
num__NONLIVINGAREA_AVG,0.0
num__NONLIVINGAREA_MEDI,0.0
num__NONLIVINGAREA_MODE,0.0
num__PREV_AMT_ANNUITY_MAX,0.0
num__PREV_AMT_APPLICATION_MAX,0.0
num__PREV_AMT_APPLICATION_MEAN,0.0
num__PREV_POS_SK_DPD_MAX_MEAN,0.0
num__PREV_POS_SK_DPD_STD_MAX,0.0
num__FLOORSMIN_AVG,0.0
num__FLOORSMIN_MEDI,0.0
num__FLOORSMIN_MODE,0.0
num__LANDAREA_MEDI,0.0
num__LANDAREA_MODE,0.0
num__LIVE_REGION_NOT_WORK_REGION,0.0
num__LIVINGAPARTMENTS_MEDI,0.0
num__LIVINGAPARTMENTS_MODE,0.0
num__NONLIVINGAPARTMENTS_AVG,0.0
num__PREV_POS_SK_DPD_STD_MEAN,0.0
num__PREV_POS_SK_DPD_SUM_MAX,0.0
num__PREV_PRODUCT_COMBINATION_NUNIQUE,0.0
num__PREV_RATE_DOWN_PAYMENT_MEAN,0.0
num__PREV_RATE_INTEREST_PRIMARY_SUM,0.0
num__PREV_RATE_INTEREST_PRIVILEGED_SUM,0.0
num__PREV_SELLERPLACE_AREA_MIN,0.0
num__PREV_SELLERPLACE_AREA_STD,0.0
num__FLAG_DOCUMENT_16,0.0
num__FLAG_DOCUMENT_18,0.0
num__FLAG_DOCUMENT_5,0.0
num__FLAG_DOCUMENT_8,0.0
num__FLAG_EMAIL,0.0
cat__ORGANIZATION_TYPE_University,0.0
num__PREV_WEEKDAY_APPR_PROCESS_START_NUNIQUE,0.0
num__REG_REGION_NOT_LIVE_REGION,0.0
num__PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN,0.0
num__PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MAX,0.0
num__PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MEAN,0.0
num__PREV_CC_AMT_RECIVABLE_MAX_MAX,0.0
num__PREV_CC_AMT_RECIVABLE_MAX_MEAN,0.0
num__PREV_CC_AMT_RECIVABLE_MEAN_MAX,0.0
num__PREV_CC_AMT_RECIVABLE_MEAN_MEAN,0.0
num__PREV_CC_AMT_RECIVABLE_MIN_MAX,0.0
num__PREV_CC_AMT_RECIVABLE_MIN_MEAN,0.0
num__PREV_CC_AMT_RECIVABLE_STD_MAX,0.0
num__PREV_CC_AMT_RECIVABLE_SUM_MAX,0.0
num__PREV_CC_AMT_RECIVABLE_SUM_MEAN,0.0
num__PREV_CC_AMT_TOTAL_RECEIVABLE_MAX_MAX,0.0
num__PREV_CC_AMT_TOTAL_RECEIVABLE_MAX_MEAN,0.0
num__REG_REGION_NOT_WORK_REGION,0.0
num__YEARS_BUILD_MODE,0.0
num__COMMONAREA_MODE,0.0
num__ELEVATORS_MEDI,0.0
num__ELEVATORS_MODE,0.0
cat__ORGANIZATION_TYPE_XNA,0.0
cat__WALLSMATERIAL_MODE_Block,0.0
cat__CODE_GENDER_XNA,0.0
cat__EMERGENCYSTATE_MODE_Yes,0.0
cat__FONDKAPREMONT_MODE_missing,0.0
cat__FONDKAPREMONT_MODE_not specified,0.0
cat__FONDKAPREMONT_MODE_org spec account,0.0
cat__FONDKAPREMONT_MODE_reg oper spec account,0.0
num__BUREAU_CNT_CREDIT_PROLONG_MEAN,0.0
num__BUREAU_CNT_CREDIT_PROLONG_STD,0.0
num__BUREAU_CNT_CREDIT_PROLONG_SUM,0.0
num__BUREAU_CREDIT_DAY_OVERDUE_MAX,0.0
num__BUREAU_CREDIT_DAY_OVERDUE_MEAN,0.0
cat__WALLSMATERIAL_MODE_Mixed,0.0
num__BUREAU_CREDIT_DAY_OVERDUE_SUM,0.0
cat__HOUSETYPE_MODE_specific housing,0.0
cat__NAME_EDUCATION_TYPE_Academic degree,0.0
cat__NAME_EDUCATION_TYPE_Incomplete higher,0.0
cat__NAME_FAMILY_STATUS_Separated,0.0
cat__NAME_FAMILY_STATUS_Unknown,0.0
cat__NAME_HOUSING_TYPE_Co-op apartment,0.0
cat__NAME_HOUSING_TYPE_Municipal apartment,0.0
cat__NAME_HOUSING_TYPE_Office apartment,0.0
cat__NAME_HOUSING_TYPE_Rented apartment,0.0
cat__NAME_INCOME_TYPE_Businessman,0.0
cat__WALLSMATERIAL_MODE_Monolithic,0.0
cat__ORGANIZATION_TYPE_Police,0.0
cat__NAME_INCOME_TYPE_State servant,0.0
cat__NAME_INCOME_TYPE_Student,0.0
cat__NAME_INCOME_TYPE_Unemployed,0.0
cat__NAME_TYPE_SUITE_Children,0.0
num__BUREAU_BB_MONTHS_BALANCE_MAX_MAX,0.0
num__BUREAU_BB_MONTHS_BALANCE_MEAN_MAX,0.0
num__BUREAU_BB_MONTHS_BALANCE_MIN_MAX,0.0
num__BUREAU_BB_MONTHS_BALANCE_MIN_MEAN,0.0
num__BUREAU_BB_MONTHS_BALANCE_STD_MAX,0.0
num__BUREAU_BB_MONTHS_BALANCE_SUM_MEAN,0.0
num__BUREAU_CNT_CREDIT_PROLONG_MAX,0.0
cat__NAME_TYPE_SUITE_Family,0.0
cat__NAME_TYPE_SUITE_Group of people,0.0
cat__NAME_TYPE_SUITE_Other_A,0.0
cat__NAME_TYPE_SUITE_Other_B,0.0
cat__ORGANIZATION_TYPE_Postal,0.0
cat__NAME_TYPE_SUITE_missing,0.0
cat__OCCUPATION_TYPE_Cleaning staff,0.0
cat__OCCUPATION_TYPE_Cooking staff,0.0
cat__OCCUPATION_TYPE_HR staff,0.0
cat__OCCUPATION_TYPE_IT staff,0.0
cat__OCCUPATION_TYPE_Managers,0.0
cat__OCCUPATION_TYPE_Medicine staff,0.0
cat__OCCUPATION_TYPE_Private service staff,0.0
cat__OCCUPATION_TYPE_Realty agents,0.0
cat__OCCUPATION_TYPE_Secretaries,0.0
cat__OCCUPATION_TYPE_Security staff,0.0
cat__OCCUPATION_TYPE_Waiters/barmen staff,0.0
cat__WALLSMATERIAL_MODE_Others,0.0
cat__WALLSMATERIAL_MODE_Panel,0.0
cat__WALLSMATERIAL_MODE_Wooden,0.0
cat__ORGANIZATION_TYPE_Religion,0.0
num__PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_MEAN,0.0
num__PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN_MAX,0.0
num__PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN_MEAN,0.0
num__PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MIN_MAX,0.0
num__PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MIN_MEAN,0.0
num__PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_STD_MAX,0.0
num__PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_STD_MEAN,0.0
num__PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MAX,0.0
num__PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN,0.0
cat__NAME_INCOME_TYPE_Maternity leave,0.0
cat__ORGANIZATION_TYPE_Advertising,0.0
cat__ORGANIZATION_TYPE_Agriculture,0.0
cat__ORGANIZATION_TYPE_Bank,0.0
num__BUREAU_AMT_CREDIT_SUM_LIMIT_MIN,0.0
cat__ORGANIZATION_TYPE_Cleaning,0.0
cat__ORGANIZATION_TYPE_Culture,0.0
cat__ORGANIZATION_TYPE_Electricity,0.0
cat__ORGANIZATION_TYPE_Emergency,0.0
cat__ORGANIZATION_TYPE_Government,0.0
cat__ORGANIZATION_TYPE_Hotel,0.0
cat__ORGANIZATION_TYPE_Housing,0.0
num__AMT_REQ_CREDIT_BUREAU_DAY,0.0
cat__ORGANIZATION_TYPE_Military,0.0
cat__ORGANIZATION_TYPE_Mobile,0.0
cat__ORGANIZATION_TYPE_Other,0.0
cat__ORGANIZATION_TYPE_Trade: type 1,0.0
cat__ORGANIZATION_TYPE_Trade: type 2,0.0
cat__ORGANIZATION_TYPE_Trade: type 3,0.0
cat__ORGANIZATION_TYPE_Trade: type 4,0.0
cat__ORGANIZATION_TYPE_Trade: type 5,0.0
cat__ORGANIZATION_TYPE_Trade: type 6,0.0
cat__ORGANIZATION_TYPE_Trade: type 7,0.0
cat__ORGANIZATION_TYPE_Transport: type 1,0.0
cat__ORGANIZATION_TYPE_Transport: type 2,0.0
num__AMT_REQ_CREDIT_BUREAU_WEEK,0.0
num__AMT_REQ_CREDIT_BUREAU_HOUR,0.0
num__BUREAU_AMT_ANNUITY_MIN,0.0
num__BASEMENTAREA_MEDI,0.0
num__BUREAU_AMT_CREDIT_SUM_OVERDUE_MAX,0.0
cat__ORGANIZATION_TYPE_Restaurant,0.0
cat__ORGANIZATION_TYPE_Security,0.0
cat__ORGANIZATION_TYPE_Security Ministries,0.0
cat__ORGANIZATION_TYPE_Services,0.0
num__APARTMENTS_MEDI,0.0
num__PREV_CC_SK_DPD_DEF_STD_MEAN,0.0
num__PREV_CC_SK_DPD_DEF_SUM_MAX,0.0
num__PREV_CC_SK_DPD_DEF_SUM_MEAN,0.0
num__PREV_CC_SK_DPD_MAX_MAX,0.0
num__PREV_CC_SK_DPD_MAX_MEAN,0.0
num__PREV_CC_SK_DPD_MEAN_MEAN,0.0
num__PREV_CC_SK_DPD_STD_MAX,0.0
num__PREV_CC_SK_DPD_STD_MEAN,0.0
num__PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MAX,0.0
