config,params,epochs_run,val_pr_auc,val_roc_auc,val_brier
mlp_wide,432897,18,0.2487120096354232,0.7673507706867516,0.19795441675751535
mlp_baseline,200065,15,0.2467897994014459,0.7654004945373664,0.20287540999772846
