feature,importance
num__PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN,0.03469201438173337
num__PREV_INST_NUM_INSTALMENT_VERSION_STD_MAX,0.03466894661636212
num__PREV_POS_MONTHS_BALANCE_SUM_MAX,0.034496570739752284
num__BUREAU_DAYS_CREDIT_ENDDATE_STD,0.0344582374484385
num__PREV_POS_SK_DPD_MEAN_MEAN,0.03436669584216989
cat__ORGANIZATION_TYPE_Trade: type 4,0.033974962191479705
num__PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN,0.03393606876196908
num__PREV_HOUR_APPR_PROCESS_START_SUM,0.03351480072694961
num__PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_MAX,0.03329799377789198
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_MIN_MAX,0.03315710916557409
cat__NAME_HOUSING_TYPE_House / apartment,0.03315670391848371
num__PREV_CC_AMT_TOTAL_RECEIVABLE_STD_MAX,0.03315202357151668
num__PREV_INST_AMT_INSTALMENT_MAX_MEAN,0.03301723387162333
num__PREV_RATE_DOWN_PAYMENT_MIN,0.03290869478624843
num__PREV_CC_AMT_RECIVABLE_STD_MAX,0.03276849746848674
num__PREV_AMT_ANNUITY_MAX,0.03233571119693963
num__BUREAU_BB_MONTHS_BALANCE_MIN_MAX,0.032271704922458164
num__CNT_CHILDREN,0.0322641946173096
num__LIVINGAPARTMENTS_AVG,0.032237025797091444
num__PREV_POS_SK_DPD_DEF_SUM_MEAN,0.032158945719339097
num__PREV_CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN_MAX,0.03204519635217262
num__BUREAU_DAYS_CREDIT_UPDATE_MIN,0.03194521388938274
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MEAN,0.031761976711734786
num__PREV_INST_COUNT_MAX,0.03175959766838534
num__BUREAU_AMT_ANNUITY_MEAN,0.031668668907299045
num__PREV_CC_AMT_BALANCE_MAX_MEAN,0.03161418275613051
cat__ORGANIZATION_TYPE_Cleaning,0.03157686301226984
num__REGION_RATING_CLIENT,0.031085465445606253
"cat__NAME_TYPE_SUITE_Spouse, partner",0.031062637994508306
num__PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MAX,0.030985457277331725
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_STD_MAX,0.03087333835354766
num__PREV_CC_AMT_BALANCE_STD_MEAN,0.03078552671565613
num__PREV_CC_CNT_DRAWINGS_CURRENT_MIN_MAX,0.03054694779149822
num__FLOORSMAX_MEDI,0.030519462108550274
num__PREV_CC_AMT_BALANCE_MIN_MEAN,0.030335660665454726
num__PREV_NAME_PRODUCT_TYPE_NUNIQUE,0.030272603444658697
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_SUM_MEAN,0.03010742502847354
num__PREV_HOUR_APPR_PROCESS_START_MEAN,0.03008987040142907
num__AMT_REQ_CREDIT_BUREAU_QRT,0.030028994793317502
cat__EMERGENCYSTATE_MODE_Yes,0.029751795789405573
num__BUREAU_AMT_CREDIT_SUM_LIMIT_MEAN,0.029738336149770103
num__BUREAU_AMT_CREDIT_MAX_OVERDUE_STD,0.029499666810433284
num__REGION_POPULATION_RELATIVE,0.029212173573855117
num__PREV_INST_DAYS_ENTRY_PAYMENT_MIN_MAX,0.029070338734724234
cat__NAME_FAMILY_STATUS_Single / not married,0.029050809378987533
num__LIVE_CITY_NOT_WORK_CITY,0.0290096080156912
num__PREV_INST_DAYS_ENTRY_PAYMENT_STD_MEAN,0.028922041857648233
num__FLOORSMIN_MEDI,0.028753125877480187
num__PREV_POS_NAME_CONTRACT_STATUS_NUNIQUE_MAX,0.02873879531951539
num__PREV_DAYS_FIRST_DUE_MEAN,0.028736050595210658
cat__NAME_FAMILY_STATUS_Separated,0.028474589412022876
num__PREV_AMT_ANNUITY_STD,0.028417050420861865
num__PREV_CC_SK_DPD_MEAN_MAX,0.02837467275173851
num__PREV_INST_DAYS_ENTRY_PAYMENT_STD_MAX,0.028146884044783566
num__COMMONAREA_AVG,0.028124254504484896
num__PREV_CC_MONTHS_BALANCE_SUM_MAX,0.02805139864025378
cat__ORGANIZATION_TYPE_Housing,0.027965369098240704
num__PREV_NAME_CASH_LOAN_PURPOSE_NUNIQUE,0.02779900553606683
num__FLAG_PHONE,0.027717531067255188
num__BUREAU_CREDIT_DAY_OVERDUE_STD,0.027608992708721296
num__PREV_POS_SK_DPD_DEF_MAX_MEAN,0.02750682611265389
cat__WEEKDAY_APPR_PROCESS_START_TUESDAY,0.027385496207608613
cat__ORGANIZATION_TYPE_Other,0.02728747008597763
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN_MAX,0.027123098301750845
cat__WEEKDAY_APPR_PROCESS_START_FRIDAY,0.027068755157142067
num__REG_CITY_NOT_WORK_CITY,0.026851840907888544
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_STD_MEAN,0.026760371187392436
num__BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,0.0267230570245012
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_MIN_MAX,0.026716478369321766
num__BUREAU_BB_COUNT_MAX,0.026697281286829078
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_MIN_MAX,0.026686168617894624
num__PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MEAN,0.026570999613028116
cat__NAME_INCOME_TYPE_Unemployed,0.026550249551652208
cat__EMERGENCYSTATE_MODE_missing,0.02642069423073385
num__PREV_CC_CNT_DRAWINGS_ATM_CURRENT_STD_MAX,0.026338998020409236
num__PREV_CC_SK_DPD_STD_MEAN,0.026246051185640006
num__BUREAU_DAYS_ENDDATE_FACT_STD,0.02622156557794441
cat__ORGANIZATION_TYPE_Culture,0.025965636264037126
num__PREV_CC_AMT_BALANCE_MIN_MAX,0.025934266419272503
num__BUREAU_BB_MONTHS_BALANCE_STD_MAX,0.025687157837556564
num__BUREAU_CNT_CREDIT_PROLONG_STD,0.02517089591725054
num__PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN,0.025136537764743276
num__PREV_INST_DAYS_INSTALMENT_STD_MAX,0.025090158850484125
num__PREV_INST_AMT_INSTALMENT_STD_MAX,0.02497893241390399
num__YEARS_BEGINEXPLUATATION_MEDI,0.024928583707817965
cat__NAME_TYPE_SUITE_Group of people,0.024206369006287625
num__PREV_CC_AMT_PAYMENT_CURRENT_MIN_MAX,0.024052487098407026
num__PREV_CC_AMT_INST_MIN_REGULARITY_STD_MEAN,0.024003208618191038
num__PREV_CC_AMT_BALANCE_MAX_MAX,0.023915227870897247
num__PREV_CC_AMT_CREDIT_LIMIT_ACTUAL_STD_MAX,0.02366360221156225
num__PREV_CC_SK_DPD_SUM_MAX,0.02359007044460324
cat__NAME_INCOME_TYPE_Commercial associate,0.023536544792218984
cat__ORGANIZATION_TYPE_Industry: type 2,0.02346527508442599
num__PREV_AMT_GOODS_PRICE_MIN,0.023205850590743614
num__PREV_NAME_CONTRACT_STATUS_NUNIQUE,0.023117276028720227
num__PREV_CC_SK_DPD_DEF_MEAN_MAX,0.02299850577736211
num__BUREAU_AMT_CREDIT_SUM_DEBT_STD,0.02298223237223476
num__PREV_RATE_DOWN_PAYMENT_SUM,0.022824491046627607
num__PREV_CC_AMT_PAYMENT_CURRENT_MIN_MEAN,0.022781069360706535
num__PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MEAN_MAX,0.022530843048829872
cat__FLAG_OWN_REALTY_Y,0.02241129298288185
num__PREV_CC_MONTHS_BALANCE_MIN_MAX,0.02233112509192092
num__AMT_REQ_CREDIT_BUREAU_YEAR,0.022288180686420155
num__PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MEAN,0.022208855337719303
num__PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN,0.0222005049486538
num__PREV_CC_AMT_CREDIT_LIMIT_ACTUAL_SUM_MAX,0.022025926103903318
num__BUREAU_CNT_CREDIT_PROLONG_MAX,0.021886734551247334
cat__ORGANIZATION_TYPE_Industry: type 6,0.02181852688659073
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MEAN,0.021754363508197084
num__BUREAU_AMT_ANNUITY_MIN,0.021586213948717445
num__PREV_DAYS_FIRST_DUE_MAX,0.021502789974396957
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_MIN_MEAN,0.021131924666907855
num__PREV_CC_AMT_DRAWINGS_OTHER_CURRENT_SUM_MAX,0.021091292350952938
num__PREV_CC_MONTHS_BALANCE_SUM_MEAN,0.0210883182466243
num__PREV_POS_CNT_INSTALMENT_FUTURE_SUM_MEAN,0.02105251282690049
num__FLOORSMIN_AVG,0.021047988630059026
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_MEAN_MAX,0.02090210713862906
num__PREV_CC_AMT_BALANCE_STD_MAX,0.020853350779103705
num__PREV_INST_NUM_INSTALMENT_VERSION_MEAN_MEAN,0.020799666392351764
num__BUREAU_CREDIT_ACTIVE_NUNIQUE,0.020660919608888936
num__PREV_CC_AMT_PAYMENT_CURRENT_MAX_MAX,0.02055995277245205
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_STD_MAX,0.02047829871341877
num__BUREAU_DAYS_CREDIT_ENDDATE_SUM,0.02024412235661972
num__YEARS_BEGINEXPLUATATION_AVG,0.020131750542990753
num__PREV_POS_SK_DPD_DEF_MEAN_MAX,0.019963640137555527
num__FLOORSMAX_MODE,0.019934134217124682
num__ENTRANCES_MODE,0.019929501084034164
num__PREV_CC_CNT_DRAWINGS_CURRENT_MAX_MEAN,0.019875423002038945
num__BUREAU_BB_STATUS_NUNIQUE_MAX,0.019776541502594815
num__PREV_NAME_CLIENT_TYPE_NUNIQUE,0.019695483783647955
num__PREV_DAYS_LAST_DUE_1ST_VERSION_SUM,0.01958206517522212
num__PREV_FLAG_LAST_APPL_PER_CONTRACT_NUNIQUE,0.019499478949266815
cat__WALLSMATERIAL_MODE_missing,0.018949767641547478
num__PREV_CC_AMT_BALANCE_SUM_MEAN,0.01888039707604961
num__PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MAX_MEAN,0.018759496355769924
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_SUM_MEAN,0.01871522754249305
num__PREV_CC_COUNT_MEAN,0.018545671931014113
cat__ORGANIZATION_TYPE_Kindergarten,0.018518100094847955
num__PREV_AMT_DOWN_PAYMENT_STD,0.018433287965020764
num__PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_STD_MEAN,0.018403764592027146
num__BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN,0.018377633218309094
num__PREV_NFLAG_INSURED_ON_APPROVAL_MAX,0.018358525560962822
num__PREV_AMT_DOWN_PAYMENT_MAX,0.0183549392708543
num__PREV_NAME_SELLER_INDUSTRY_NUNIQUE,0.018258005673098758
num__PREV_SELLERPLACE_AREA_SUM,0.01821835509002019
num__PREV_CC_COUNT_MAX,0.01809752657789466
num__PREV_CC_MONTHS_BALANCE_MIN_MEAN,0.01797387845432785
num__PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MIN_MAX,0.01792694753970364
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_STD_MAX,0.01768909910115615
num__YEARS_BUILD_MODE,0.01744111041791759
num__FLAG_EMAIL,0.017282878543548045
num__BUREAU_CREDIT_DAY_OVERDUE_SUM,0.01722219491103092
num__PREV_AMT_CREDIT_MIN,0.01716848867853012
num__PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX,0.01675930857883806
num__PREV_AMT_APPLICATION_STD,0.016681216358711223
num__PREV_AMT_GOODS_PRICE_SUM,0.016415027435459195
cat__NAME_INCOME_TYPE_Student,0.016355042386724077
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN_MEAN,0.01625727819243026
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_MAX_MAX,0.016208486379609192
cat__OCCUPATION_TYPE_Sales staff,0.01617156910542513
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_SUM_MAX,0.01598999047753919
num__PREV_CC_CNT_DRAWINGS_ATM_CURRENT_SUM_MEAN,0.015966268020973937
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_SUM_MAX,0.015945369752585224
cat__OCCUPATION_TYPE_HR staff,0.015806184265277863
num__PREV_CC_AMT_CREDIT_LIMIT_ACTUAL_MAX_MEAN,0.015758605244584042
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MAX_MEAN,0.01571350886825191
num__PREV_POS_SK_DPD_DEF_SUM_MAX,0.015575944997789156
num__BUREAU_DAYS_CREDIT_ENDDATE_MAX,0.015513452878673882
num__PREV_INST_AMT_PAYMENT_STD_MAX,0.015489401337516992
num__PREV_COUNT,0.015387920962775319
num__PREV_POS_CNT_INSTALMENT_FUTURE_STD_MEAN,0.015378828344922562
cat__NAME_HOUSING_TYPE_With parents,0.01536861903113316
num__AMT_REQ_CREDIT_BUREAU_DAY,0.015311344645429973
cat__FONDKAPREMONT_MODE_missing,0.015261420929258659
num__PREV_CC_AMT_CREDIT_LIMIT_ACTUAL_MIN_MAX,0.015249528823669901
num__PREV_INST_NUM_INSTALMENT_VERSION_MIN_MAX,0.015197206318047742
num__PREV_NAME_TYPE_SUITE_NUNIQUE,0.015076367604896614
num__PREV_CC_AMT_CREDIT_LIMIT_ACTUAL_STD_MEAN,0.01498275223143584
num__CNT_FAM_MEMBERS,0.014866885146640219
num__PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MEAN_MEAN,0.014635492488615343
num__PREV_CC_SK_DPD_MAX_MEAN,0.014537215163779928
num__PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_STD_MAX,0.01430171544885934
num__PREV_AMT_DOWN_PAYMENT_MEAN,0.014292967732898624
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_MIN_MAX,0.014229050603356453
cat__ORGANIZATION_TYPE_Religion,0.014103681085931338
num__PREV_RATE_DOWN_PAYMENT_MAX,0.01404700061164622
num__FLOORSMAX_AVG,0.013994449885859732
num__PREV_RATE_DOWN_PAYMENT_STD,0.013915275670626774
num__PREV_CC_AMT_CREDIT_LIMIT_ACTUAL_SUM_MEAN,0.013885127637689116
num__BUREAU_BB_MONTHS_BALANCE_MIN_MEAN,0.01386337274967501
num__PREV_CC_SK_DPD_SUM_MEAN,0.01381837000334246
num__BUREAU_AMT_CREDIT_MAX_OVERDUE_MIN,0.013806531425840764
num__BUREAU_BB_STATUS_NUNIQUE_MEAN,0.013682770716844076
num__BUREAU_DAYS_CREDIT_MEAN,0.01363243724042936
num__PREV_NAME_PAYMENT_TYPE_NUNIQUE,0.013473711105729666
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MAX,0.013457336386660686
num__PREV_INST_DAYS_INSTALMENT_SUM_MEAN,0.013379434374117297
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MAX,0.013242898120768306
num__PREV_CNT_PAYMENT_STD,0.013236151623486918
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_MIN_MEAN,0.013171060104126829
num__PREV_CC_MONTHS_BALANCE_MEAN_MEAN,0.01307386087126084
num__BUREAU_AMT_CREDIT_SUM_LIMIT_SUM,0.01301823675315694
num__FLOORSMIN_MODE,0.012871803850642129
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_STD_MEAN,0.012769056359427338
num__LANDAREA_MODE,0.012260329375679654
cat__ORGANIZATION_TYPE_Industry: type 8,0.012195178682938986
num__PREV_CC_SK_DPD_DEF_MAX_MAX,0.012171877341596464
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_SUM_MEAN,0.012047445187404538
num__YEARS_BEGINEXPLUATATION_MODE,0.011663968910638874
num__PREV_DAYS_TERMINATION_MAX,0.011600956915134823
num__PREV_CC_CNT_DRAWINGS_ATM_CURRENT_MIN_MEAN,0.0114976004800739
num__BUREAU_CNT_CREDIT_PROLONG_MEAN,0.011406247986218034
num__BUREAU_BB_MONTHS_BALANCE_SUM_MAX,0.011393809581806505
num__PREV_SELLERPLACE_AREA_MEAN,0.01107684874903665
num__PREV_CC_AMT_DRAWINGS_OTHER_CURRENT_MAX_MEAN,0.011073090303790601
num__PREV_DAYS_FIRST_DUE_STD,0.010773469162044805
num__PREV_AMT_DOWN_PAYMENT_MIN,0.010697500804397736
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_MIN_MEAN,0.010680235099295408
num__PREV_RATE_DOWN_PAYMENT_MEAN,0.010573665956317023
num__PREV_NAME_PORTFOLIO_NUNIQUE,0.010461139485530893
num__PREV_AMT_CREDIT_STD,0.010457687369331453
num__PREV_NFLAG_LAST_APPL_IN_DAY_MIN,0.010346414929846571
num__PREV_POS_CNT_INSTALMENT_MAX_MAX,0.010278254453805542
num__PREV_SELLERPLACE_AREA_MIN,0.010176902511130799
num__NONLIVINGAREA_MEDI,0.010026445205309422
num__PREV_DAYS_FIRST_DRAWING_MAX,0.009900704624146524
num__PREV_CC_SK_DPD_DEF_MEAN_MEAN,0.00981779832313394
cat__NAME_HOUSING_TYPE_Co-op apartment,0.00972825091980951
num__PREV_CC_SK_DPD_DEF_SUM_MEAN,0.00962541592962076
num__PREV_POS_SK_DPD_SUM_MEAN,0.009094287795621173
num__PREV_CC_MONTHS_BALANCE_MEAN_MAX,0.009073016720293307
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_STD_MEAN,0.009035639437732279
cat__NAME_INCOME_TYPE_Businessman,0.008849717809258029
num__BUREAU_AMT_CREDIT_SUM_MAX,0.008793712744343022
num__PREV_CC_CNT_DRAWINGS_POS_CURRENT_STD_MEAN,0.008574459230869148
num__BASEMENTAREA_MODE,0.008565092295684402
num__PREV_POS_SK_DPD_MAX_MEAN,0.008327072179334713
num__PREV_CC_AMT_TOTAL_RECEIVABLE_SUM_MEAN,0.008112576332598402
num__PREV_DAYS_TERMINATION_STD,0.008045859364233012
cat__FONDKAPREMONT_MODE_org spec account,0.008032200559103692
num__PREV_CC_AMT_BALANCE_SUM_MAX,0.0077766272368572295
cat__NAME_TYPE_SUITE_Unaccompanied,0.007635535670692891
num__PREV_CC_AMT_RECIVABLE_MIN_MEAN,0.007313568003487491
num__PREV_CC_AMT_TOTAL_RECEIVABLE_MIN_MEAN,0.007313568003487491
cat__OCCUPATION_TYPE_Laborers,0.006956819835666723
num__PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MIN_MAX,0.00695017019281704
num__PREV_CC_NAME_CONTRACT_STATUS_NUNIQUE_MEAN,0.006948654696822182
num__BUREAU_CREDIT_TYPE_NUNIQUE,0.006931253014544541
cat__WALLSMATERIAL_MODE_Block,0.006924746434338931
num__PREV_CC_AMT_RECIVABLE_SUM_MEAN,0.006894142525743274
num__BUREAU_CNT_CREDIT_PROLONG_SUM,0.006850850801492258
cat__WEEKDAY_APPR_PROCESS_START_THURSDAY,0.006455588274466197
num__AMT_REQ_CREDIT_BUREAU_WEEK,0.006435765763622208
num__PREV_CC_MONTHS_BALANCE_MAX_MEAN,0.006379019127095555
num__PREV_CC_MONTHS_BALANCE_MAX_MAX,0.006379019127095555
num__PREV_CC_AMT_INST_MIN_REGULARITY_STD_MAX,0.006258927832851738
num__PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX,0.006249619832359602
num__AMT_REQ_CREDIT_BUREAU_MON,0.0061898955551545455
cat__ORGANIZATION_TYPE_Industry: type 13,0.006173250442631209
num__PREV_RATE_INTEREST_PRIVILEGED_SUM,0.006161890916917807
num__TOTALAREA_MODE,0.006021011226007442
num__PREV_CC_AMT_INST_MIN_REGULARITY_MIN_MEAN,0.005989053169216602
cat__ORGANIZATION_TYPE_Insurance,0.005943406497366651
num__PREV_AMT_GOODS_PRICE_MAX,0.0059285995955304606
num__PREV_PRODUCT_COMBINATION_NUNIQUE,0.005839620222213659
num__BUREAU_AMT_ANNUITY_MAX,0.005827606589951908
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_MAX_MAX,0.0051985752427081994
num__BUREAU_DAYS_CREDIT_MIN,0.005167540778712456
num__BUREAU_AMT_CREDIT_SUM_OVERDUE_MEAN,0.005139868580275861
num__PREV_AMT_DOWN_PAYMENT_SUM,0.005130054780808067
num__BUREAU_CREDIT_DAY_OVERDUE_MEAN,0.00508657007328538
num__PREV_INST_NUM_INSTALMENT_NUMBER_MAX_MAX,0.005081476893277801
num__PREV_CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN_MEAN,0.005069974883374821
num__PREV_CC_AMT_RECIVABLE_SUM_MAX,0.0049350692238498495
num__PREV_INST_DAYS_ENTRY_PAYMENT_MIN_MEAN,0.00478475169299029
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_SUM_MAX,0.004666801969403398
cat__ORGANIZATION_TYPE_Transport: type 2,0.0046197131801266915
num__PREV_WEEKDAY_APPR_PROCESS_START_NUNIQUE,0.004385946083471927
num__PREV_INST_NUM_INSTALMENT_NUMBER_MAX_MEAN,0.00437729135708535
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_MAX_MEAN,0.004224095234549494
cat__WALLSMATERIAL_MODE_Wooden,0.004167283600284606
num__APARTMENTS_MODE,0.00410385183173816
num__PREV_CC_AMT_DRAWINGS_POS_CURRENT_MEAN_MEAN,0.0040491043109237325
cat__OCCUPATION_TYPE_Realty agents,0.004004639543959687
num__PREV_CC_AMT_INST_MIN_REGULARITY_MIN_MAX,0.003846725626808339
num__PREV_INST_DAYS_INSTALMENT_MIN_MEAN,0.0038033469151180508
num__PREV_CC_AMT_PAYMENT_CURRENT_MAX_MEAN,0.0038032725762768057
num__PREV_CC_AMT_TOTAL_RECEIVABLE_SUM_MAX,0.003727738863875755
num__PREV_CC_CNT_DRAWINGS_CURRENT_MIN_MEAN,0.003710023141558881
cat__ORGANIZATION_TYPE_Business Entity Type 1,0.003548647127109949
num__PREV_NFLAG_LAST_APPL_IN_DAY_MEAN,0.0035394762276144387
cat__NAME_TYPE_SUITE_Family,0.0035129506746322064
num__BUREAU_AMT_ANNUITY_SUM,0.003360167780149031
num__PREV_CC_CNT_INSTALMENT_MATURE_CUM_MIN_MEAN,0.003126601301012936
num__PREV_INST_NUM_INSTALMENT_NUMBER_MEAN_MEAN,0.0029407227296744955
num__BUREAU_AMT_CREDIT_SUM_DEBT_MIN,0.0028197235373208923
num__PREV_CC_CNT_DRAWINGS_OTHER_CURRENT_MAX_MAX,0.0027733600372831973
cat__NAME_FAMILY_STATUS_Unknown,0.0027353488878469464
num__PREV_CC_AMT_TOTAL_RECEIVABLE_MIN_MAX,0.0026315752733799104
num__PREV_CC_AMT_RECIVABLE_MIN_MAX,0.0026315752733799104
cat__CODE_GENDER_XNA,0.002620410755882061
num__PREV_CC_AMT_DRAWINGS_CURRENT_MAX_MEAN,0.0025419061228226904
num__BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX,0.0024002116209557965
cat__HOUSETYPE_MODE_block of flats,0.002393041342522405
cat__FONDKAPREMONT_MODE_reg oper account,0.002387440904845224
num__PREV_POS_MONTHS_BALANCE_MAX_MAX,0.002227519708808744
cat__FONDKAPREMONT_MODE_not specified,0.0020501291269426057
num__PREV_RATE_INTEREST_PRIMARY_SUM,0.0020322751676472195
cat__NAME_INCOME_TYPE_Maternity leave,0.0019884606110770115
num__PREV_NFLAG_LAST_APPL_IN_DAY_STD,0.0019284537574468105
num__PREV_CHANNEL_TYPE_NUNIQUE,0.001819956721912017
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_MEAN_MEAN,0.0018059269138524295
num__PREV_CC_SK_DPD_STD_MAX,0.001672180774092786
num__PREV_CC_SK_DPD_DEF_SUM_MAX,0.0016412998423073004
num__PREV_DAYS_FIRST_DUE_SUM,0.0015795779103338664
num__HOUR_APPR_PROCESS_START,0.0013373932234148542
cat__WALLSMATERIAL_MODE_Mixed,0.0011998225157814047
num__AMT_REQ_CREDIT_BUREAU_HOUR,0.001175224652819382
num__PREV_CC_AMT_DRAWINGS_OTHER_CURRENT_STD_MAX,0.0010728844650951337
num__BUREAU_DAYS_CREDIT_STD,0.000871337098142069
num__AMT_INCOME_TOTAL,0.0008679834824340409
num__BUREAU_DAYS_CREDIT_MAX,0.0007903291070623197
num__PREV_POS_CNT_INSTALMENT_FUTURE_MAX_MEAN,0.0007745156177187909
cat__ORGANIZATION_TYPE_Industry: type 11,0.0005123815027335822
cat__ORGANIZATION_TYPE_Industry: type 10,0.000434150577050842
num__PREV_DAYS_FIRST_DUE_MIN,0.0002994343123397168
num__PREV_INST_AMT_INSTALMENT_MAX_MAX,0.00022987196224607084
num__BUREAU_BB_MONTHS_BALANCE_MAX_MAX,0.00020321009917849934
num__PREV_CC_AMT_DRAWINGS_ATM_CURRENT_STD_MAX,0.00018473215082009107
